name;poviat;voivodeship;row;col;_id
Sterdyń;pow.sokołowski;woj.mazowieckie;395;271;3021
Szydłowiec;pow.szydłowiecki;woj.mazowieckie;433;247;3022
Chlewiska;pow.szydłowiecki;woj.mazowieckie;433;246;3023
Jastrząb;pow.szydłowiecki;woj.mazowieckie;433;249;3024
Mirów;pow.szydłowiecki;woj.mazowieckie;435;251;3025
Orońsko;pow.szydłowiecki;woj.mazowieckie;431;250;3026
Warszawa;pow.warszawski zachodni;woj.mazowieckie;406;250;3028
Błonie;pow.warszawski zachodni;woj.mazowieckie;406;243;3029
Łomianki;pow.warszawski zachodni;woj.mazowieckie;403;247;3030
Ożarów Mazowiecki;pow.warszawski zachodni;woj.mazowieckie;406;246;3031
Izabelin;pow.warszawski zachodni;woj.mazowieckie;404;246;3033
Kampinos;pow.warszawski zachodni;woj.mazowieckie;404;240;3034
Leszno;pow.warszawski zachodni;woj.mazowieckie;404;242;3035
Stare Babice;pow.warszawski zachodni;woj.mazowieckie;405;247;3038
Węgrów;pow.węgrowski;woj.mazowieckie;400;266;3039
Łochów;pow.węgrowski;woj.mazowieckie;397;261;3040
Grębków;pow.węgrowski;woj.mazowieckie;404;265;3041
Korytnica;pow.węgrowski;woj.mazowieckie;400;264;3042
Liw;pow.węgrowski;woj.mazowieckie;401;265;3043
Miedzna;pow.węgrowski;woj.mazowieckie;398;268;3045
Sadowne;pow.węgrowski;woj.mazowieckie;394;263;3046
Stoczek;pow.węgrowski;woj.mazowieckie;396;264;3047
Kobyłka;pow.wołomiński;woj.mazowieckie;402;252;3050
Marki;pow.wołomiński;woj.mazowieckie;403;251;3051
Radzymin;pow.wołomiński;woj.mazowieckie;400;252;3052
Tłuszcz;pow.wołomiński;woj.mazowieckie;400;257;3053
Ząbki;pow.wołomiński;woj.mazowieckie;404;251;3054
Zielonka;pow.wołomiński;woj.mazowieckie;403;252;3055
Dąbrówka;pow.wołomiński;woj.mazowieckie;398;254;3056
Jadów;pow.wołomiński;woj.mazowieckie;398;260;3057
Klembów;pow.wołomiński;woj.mazowieckie;401;255;3058
Poświętne;pow.wołomiński;woj.mazowieckie;402;256;3059
Strachówka;pow.wołomiński;woj.mazowieckie;400;260;3061
Wyszków;pow.wyszkowski;woj.mazowieckie;395;257;3064
Brańszczyk;pow.wyszkowski;woj.mazowieckie;394;259;3065
Długosiodło;pow.wyszkowski;woj.mazowieckie;390;259;3066
Rząśnik;pow.wyszkowski;woj.mazowieckie;392;255;3067
Somianka;pow.wyszkowski;woj.mazowieckie;396;254;3068
Zabrodzie;pow.wyszkowski;woj.mazowieckie;398;256;3070
Zwoleń;pow.zwoleński;woj.mazowieckie;429;260;3071
Kazanów;pow.zwoleński;woj.mazowieckie;432;258;3072
Policzna;pow.zwoleński;woj.mazowieckie;427;261;3073
Przyłęk;pow.zwoleński;woj.mazowieckie;430;263;3074
Tczów;pow.zwoleński;woj.mazowieckie;430;258;3075
Żuromin;pow.żuromiński;woj.mazowieckie;382;230;3077
Bieżuń;pow.żuromiński;woj.mazowieckie;386;230;3078
Kuczbork-Osada;pow.żuromiński;woj.mazowieckie;382;233;3080
Lubowidz;pow.żuromiński;woj.mazowieckie;381;230;3081
Lutocin;pow.żuromiński;woj.mazowieckie;385;228;3082
Siemiątkowo;pow.żuromiński;woj.mazowieckie;388;232;3083
Żyrardów;pow.żyrardowski;woj.mazowieckie;411;240;3085
Mszczonów;pow.żyrardowski;woj.mazowieckie;412;241;3086
Puszcza Mariańska;pow.żyrardowski;woj.mazowieckie;413;238;3088
Radziejowice;pow.żyrardowski;woj.mazowieckie;411;242;3089
Wiskitki;pow.żyrardowski;woj.mazowieckie;410;239;3090
Nowogród Bobrzański;pow.zielonogórski;woj.lubuskie;416;151;3091
Kocierzew Południowy;pow.łowicki;woj.łódzkie;406;233;3092
Berlin;;;394;121;10000
Bratisława;;;519;179;10001
Budapeszt;;;537;216;10002
Helsinki;;;182;299;10003
Kijów;;;440;418;10004
Kiszyniów;;;539;402;10005
Kopenhaga;;;305;115;10006
Liechtenstein;;;535;35;10007
Lublana;;;574;127;10008
Mińsk;;;352;355;10009
Oslo;;;185;101;10010
Praga;;;462;133;10011
Ryga;;;272;294;10012
Sztokholm;;;209;203;10013
Tallinn;;;203;298;10014
Wiedeń;;;516;166;10015
Wilno;;;334;316;10016
Zagrzeb;;;583;155;10017
