name;poviat;voivodeship;row;col;_id
Ustrzyki Dolne;pow.bieszczadzki;woj.podkarpackie;482;280;5
Czarna;pow.bieszczadzki;woj.podkarpackie;485;282;6
Lutowiska;pow.bieszczadzki;woj.podkarpackie;486;282;7
Brzozów;pow.brzozowski;woj.podkarpackie;475;269;9
Domaradz;pow.brzozowski;woj.podkarpackie;472;268;11
Dydnia;pow.brzozowski;woj.podkarpackie;476;273;12
Haczów;pow.brzozowski;woj.podkarpackie;476;267;13
Jasienica Rosielna;pow.brzozowski;woj.podkarpackie;474;268;14
Nozdrzec;pow.brzozowski;woj.podkarpackie;473;273;15
Dębica;pow.dębicki;woj.podkarpackie;466;258;16
Pilzno;pow.dębicki;woj.podkarpackie;468;256;17
Brzostek;pow.dębicki;woj.podkarpackie;470;258;18
Czarna;pow.dębicki;woj.podkarpackie;465;255;19
Jodłowa;pow.dębicki;woj.podkarpackie;470;257;21
Żyraków;pow.dębicki;woj.podkarpackie;464;258;23
Jarosław;pow.jarosławski;woj.podkarpackie;465;281;24
Radymno;pow.jarosławski;woj.podkarpackie;468;284;25
Chłopice;pow.jarosławski;woj.podkarpackie;468;281;26
Laszki;pow.jarosławski;woj.podkarpackie;465;285;28
Pawłosiów;pow.jarosławski;woj.podkarpackie;466;281;29
Pruchnik;pow.jarosławski;woj.podkarpackie;469;278;30
Rokietnica;pow.jarosławski;woj.podkarpackie;469;280;32
Roźwienica;pow.jarosławski;woj.podkarpackie;468;279;33
Wiązownica;pow.jarosławski;woj.podkarpackie;464;281;34
Jasło;pow.jasielski;woj.podkarpackie;475;259;35
Brzyska;pow.jasielski;woj.podkarpackie;472;258;36
Dębowiec;pow.jasielski;woj.podkarpackie;476;259;37
Kołaczyce;pow.jasielski;woj.podkarpackie;473;259;39
Krempna;pow.jasielski;woj.podkarpackie;480;260;40
Nowy Żmigród;pow.jasielski;woj.podkarpackie;478;261;41
Osiek Jasielski;pow.jasielski;woj.podkarpackie;477;260;42
Skołyszyn;pow.jasielski;woj.podkarpackie;474;257;43
Tarnowiec;pow.jasielski;woj.podkarpackie;475;262;44
Kolbuszowa;pow.kolbuszowski;woj.podkarpackie;461;264;45
Cmolas;pow.kolbuszowski;woj.podkarpackie;459;264;46
Majdan Królewski;pow.kolbuszowski;woj.podkarpackie;456;264;48
Niwiska;pow.kolbuszowski;woj.podkarpackie;461;262;49
Raniżów;pow.kolbuszowski;woj.podkarpackie;459;268;50
Stary Dzikowiec;pow.kolbuszowski;woj.podkarpackie;459;266;51
Krosno;pow.krośnieński;woj.podkarpackie;475;265;52
Dukla;pow.krośnieński;woj.podkarpackie;479;263;53
Iwonicz-Zdrój;pow.krośnieński;woj.podkarpackie;479;265;54
Jedlicze;pow.krośnieński;woj.podkarpackie;475;262;55
Rymanów;pow.krośnieński;woj.podkarpackie;479;267;56
Chorkówka;pow.krośnieński;woj.podkarpackie;477;263;57
Korczyna;pow.krośnieński;woj.podkarpackie;475;266;61
Krościenko Wyżne;pow.krośnieński;woj.podkarpackie;476;266;62
Miejsce Piastowe;pow.krośnieński;woj.podkarpackie;477;265;63
Wojaszówka;pow.krośnieński;woj.podkarpackie;473;263;65
Lesko;pow.leski;woj.podkarpackie;481;275;66
Baligród;pow.leski;woj.podkarpackie;485;274;67
Cisna;pow.leski;woj.podkarpackie;488;275;68
Olszanica;pow.leski;woj.podkarpackie;481;277;70
Solina;pow.leski;woj.podkarpackie;483;277;71
Leżajsk;pow.leżajski;woj.podkarpackie;459;276;72
Nowa Sarzyna;pow.leżajski;woj.podkarpackie;457;274;73
Grodzisko Dolne;pow.leżajski;woj.podkarpackie;462;277;74
Kuryłówka;pow.leżajski;woj.podkarpackie;458;277;75
Lubaczów;pow.lubaczowski;woj.podkarpackie;462;289;78
Cieszanów;pow.lubaczowski;woj.podkarpackie;459;288;79
Narol;pow.lubaczowski;woj.podkarpackie;456;292;80
Oleszyce;pow.lubaczowski;woj.podkarpackie;461;287;81
Horyniec-Zdrój;pow.lubaczowski;woj.podkarpackie;460;293;83
Stary Dzików;pow.lubaczowski;woj.podkarpackie;460;285;87
Wielkie Oczy;pow.lubaczowski;woj.podkarpackie;465;289;88
Łańcut;pow.łańcucki;woj.podkarpackie;465;273;89
Białobrzegi;pow.łańcucki;woj.podkarpackie;463;275;90
Czarna;pow.łańcucki;woj.podkarpackie;463;272;91
Markowa;pow.łańcucki;woj.podkarpackie;466;274;93
Rakszawa;pow.łańcucki;woj.podkarpackie;461;273;94
Żołynia;pow.łańcucki;woj.podkarpackie;462;274;95
Mielec;pow.mielecki;woj.podkarpackie;459;258;96
Borowa;pow.mielecki;woj.podkarpackie;457;257;98
Czermin;pow.mielecki;woj.podkarpackie;458;256;99
Gawłuszowice;pow.mielecki;woj.podkarpackie;455;257;100
Padew Narodowa;pow.mielecki;woj.podkarpackie;455;260;102
Przecław;pow.mielecki;woj.podkarpackie;462;259;103
Radomyśl Wielki;pow.mielecki;woj.podkarpackie;462;256;104
Tuszów Narodowy;pow.mielecki;woj.podkarpackie;457;259;105
Wadowice Górne;pow.mielecki;woj.podkarpackie;460;256;106
Nisko;pow.niżański;woj.podkarpackie;452;270;107
Rudnik nad Sanem;pow.niżański;woj.podkarpackie;454;273;108
Ulanów;pow.niżański;woj.podkarpackie;453;273;109
Harasiuki;pow.niżański;woj.podkarpackie;453;277;110
Jarocin;pow.niżański;woj.podkarpackie;451;274;111
Jeżowe;pow.niżański;woj.podkarpackie;456;271;112
Krzeszów;pow.niżański;woj.podkarpackie;455;274;113
Przemyśl;pow.przemyski;woj.podkarpackie;472;283;117
Bircza;pow.przemyski;woj.podkarpackie;475;277;118
Dubiecko;pow.przemyski;woj.podkarpackie;471;276;119
Fredropol;pow.przemyski;woj.podkarpackie;475;282;120
Krasiczyn;pow.przemyski;woj.podkarpackie;472;281;121
Krzywcza;pow.przemyski;woj.podkarpackie;472;279;122
Medyka;pow.przemyski;woj.podkarpackie;472;286;123
Orły;pow.przemyski;woj.podkarpackie;469;283;124
Stubno;pow.przemyski;woj.podkarpackie;469;286;126
Żurawica;pow.przemyski;woj.podkarpackie;471;283;127
Przeworsk;pow.przeworski;woj.podkarpackie;465;277;128
Sieniawa;pow.przeworski;woj.podkarpackie;461;279;130
Adamówka;pow.przeworski;woj.podkarpackie;459;281;131
Gać;pow.przeworski;woj.podkarpackie;466;275;132
Jawornik Polski;pow.przeworski;woj.podkarpackie;469;274;133
Kańczuga;pow.przeworski;woj.podkarpackie;467;276;134
Tryńcza;pow.przeworski;woj.podkarpackie;462;278;137
Zarzecze;pow.przeworski;woj.podkarpackie;467;278;138
Ropczyce;pow.ropczycko-sędziszowski;woj.podkarpackie;466;262;139
Sędziszów Małopolski;pow.ropczycko-sędziszowski;woj.podkarpackie;465;263;140
Iwierzyce;pow.ropczycko-sędziszowski;woj.podkarpackie;466;265;141
Ostrów;pow.ropczycko-sędziszowski;woj.podkarpackie;464;261;142
Wielopole Skrzyńskie;pow.ropczycko-sędziszowski;woj.podkarpackie;468;262;145
Rzeszów;pow.rzeszowski;woj.podkarpackie;465;269;146
Błażowa;pow.rzeszowski;woj.podkarpackie;469;271;147
Dynów;pow.rzeszowski;woj.podkarpackie;472;273;148
Głogów Małopolski;pow.rzeszowski;woj.podkarpackie;463;268;149
Sokołów Małopolski;pow.rzeszowski;woj.podkarpackie;460;271;150
Tyczyn;pow.rzeszowski;woj.podkarpackie;468;269;151
Boguchwała;pow.rzeszowski;woj.podkarpackie;467;268;153
Chmielnik;pow.rzeszowski;woj.podkarpackie;467;271;154
Hyżne;pow.rzeszowski;woj.podkarpackie;469;272;157
Kamień;pow.rzeszowski;woj.podkarpackie;458;271;158
Krasne;pow.rzeszowski;woj.podkarpackie;465;270;159
Lubenia;pow.rzeszowski;woj.podkarpackie;469;267;160
Świlcza;pow.rzeszowski;woj.podkarpackie;465;267;162
Trzebownisko;pow.rzeszowski;woj.podkarpackie;465;269;163
Sanok;pow.sanocki;woj.podkarpackie;479;273;165
Zagórz;pow.sanocki;woj.podkarpackie;480;274;166
Besko;pow.sanocki;woj.podkarpackie;478;268;167
Bukowsko;pow.sanocki;woj.podkarpackie;481;270;168
Komańcza;pow.sanocki;woj.podkarpackie;485;271;169
Tyrawa Wołoska;pow.sanocki;woj.podkarpackie;478;276;171
Zarszyn;pow.sanocki;woj.podkarpackie;478;269;173
Stalowa Wola;pow.stalowowolski;woj.podkarpackie;451;269;174
Bojanów;pow.stalowowolski;woj.podkarpackie;455;267;175
Pysznica;pow.stalowowolski;woj.podkarpackie;451;270;176
Radomyśl nad Sanem;pow.stalowowolski;woj.podkarpackie;448;267;177
Zaklików;pow.stalowowolski;woj.podkarpackie;445;270;178
Zaleszany;pow.stalowowolski;woj.podkarpackie;449;266;179
Strzyżów;pow.strzyżowski;woj.podkarpackie;471;265;180
Czudec;pow.strzyżowski;woj.podkarpackie;468;266;181
Frysztak;pow.strzyżowski;woj.podkarpackie;472;262;182
Niebylec;pow.strzyżowski;woj.podkarpackie;470;267;183
Wiśniowa;pow.strzyżowski;woj.podkarpackie;471;263;185
Tarnobrzeg;pow.tarnobrzeski;woj.podkarpackie;451;262;186
Baranów Sandomierski;pow.tarnobrzeski;woj.podkarpackie;453;260;187
Nowa Dęba;pow.tarnobrzeski;woj.podkarpackie;455;264;188
Gorzyce;pow.tarnobrzeski;woj.podkarpackie;448;265;190
Grębów;pow.tarnobrzeski;woj.podkarpackie;451;266;191
Augustów;pow.augustowski;woj.podlaskie;359;281;193
Lipsk;pow.augustowski;woj.podlaskie;362;288;194
Bargłów Kościelny;pow.augustowski;woj.podlaskie;362;278;196
Nowinka;pow.augustowski;woj.podlaskie;357;280;198
Płaska;pow.augustowski;woj.podlaskie;358;285;199
Sztabin;pow.augustowski;woj.podlaskie;364;283;200
Białystok;pow.białostocki;woj.podlaskie;379;285;201
Choroszcz;pow.białostocki;woj.podlaskie;379;282;202
Czarna Białostocka;pow.białostocki;woj.podlaskie;374;287;203
Supraśl;pow.białostocki;woj.podlaskie;376;287;205
Suraż;pow.białostocki;woj.podlaskie;384;281;206
Tykocin;pow.białostocki;woj.podlaskie;377;278;207
Wasilków;pow.białostocki;woj.podlaskie;377;285;208
Zabłudów;pow.białostocki;woj.podlaskie;382;288;209
Dobrzyniewo Duże;pow.białostocki;woj.podlaskie;377;283;212
Gródek;pow.białostocki;woj.podlaskie;379;293;213
Juchnowiec Kościelny;pow.białostocki;woj.podlaskie;382;285;214
Michałowo;pow.białostocki;woj.podlaskie;381;293;216
Poświętne;pow.białostocki;woj.podlaskie;385;279;217
Turośń Kościelna;pow.białostocki;woj.podlaskie;382;283;220
Zawady;pow.białostocki;woj.podlaskie;379;276;224
Bielsk Podlaski;pow.bielski;woj.podlaskie;389;286;225
Brańsk;pow.bielski;woj.podlaskie;390;280;226
Boćki;pow.bielski;woj.podlaskie;392;283;228
Orla;pow.bielski;woj.podlaskie;391;288;230
Rudka;pow.bielski;woj.podlaskie;391;278;231
Wyszki;pow.bielski;woj.podlaskie;387;282;232
Grajewo;pow.grajewski;woj.podlaskie;365;272;233
Rajgród;pow.grajewski;woj.podlaskie;363;276;234
Szczuczyn;pow.grajewski;woj.podlaskie;367;270;235
Radziłów;pow.grajewski;woj.podlaskie;372;272;237
Wąsosz;pow.grajewski;woj.podlaskie;369;270;240
Hajnówka;pow.hajnowski;woj.podlaskie;389;292;241
Kleszczele;pow.hajnowski;woj.podlaskie;394;288;242
Białowieża;pow.hajnowski;woj.podlaskie;390;297;243
Czeremcha;pow.hajnowski;woj.podlaskie;396;289;244
Czyże;pow.hajnowski;woj.podlaskie;388;290;245
Dubicze Cerkiewne;pow.hajnowski;woj.podlaskie;392;290;246
Narew;pow.hajnowski;woj.podlaskie;384;291;249
Narewka;pow.hajnowski;woj.podlaskie;386;295;250
Kolno;pow.kolneński;woj.podlaskie;372;264;251
Stawiski;pow.kolneński;woj.podlaskie;373;268;252
Grabowo;pow.kolneński;woj.podlaskie;370;268;253
Mały Płock;pow.kolneński;woj.podlaskie;375;266;255
Turośl;pow.kolneński;woj.podlaskie;373;261;257
Łomża;pow.łomżyński;woj.podlaskie;378;267;258
Jedwabne;pow.łomżyński;woj.podlaskie;376;270;259
Nowogród;pow.łomżyński;woj.podlaskie;377;264;260
Miastkowo;pow.łomżyński;woj.podlaskie;379;263;263
Piątnica;pow.łomżyński;woj.podlaskie;378;267;265
Przytuły;pow.łomżyński;woj.podlaskie;373;270;266
Śniadowo;pow.łomżyński;woj.podlaskie;383;265;267
Wizna;pow.łomżyński;woj.podlaskie;377;272;268
Zbójna;pow.łomżyński;woj.podlaskie;377;262;269
Mońki;pow.moniecki;woj.podlaskie;371;278;270
Goniądz;pow.moniecki;woj.podlaskie;370;277;271
Knyszyn;pow.moniecki;woj.podlaskie;374;280;272
Jasionówka;pow.moniecki;woj.podlaskie;372;282;274
Jaświły;pow.moniecki;woj.podlaskie;372;281;275
Krypno;pow.moniecki;woj.podlaskie;375;280;277
Trzcianne;pow.moniecki;woj.podlaskie;373;276;279
Sejny;pow.sejneński;woj.podlaskie;352;286;280
Giby;pow.sejneński;woj.podlaskie;354;287;281
Krasnopol;pow.sejneński;woj.podlaskie;352;284;282
Puńsk;pow.sejneński;woj.podlaskie;348;283;283
Siemiatycze;pow.siemiatycki;woj.podlaskie;399;281;285
Drohiczyn;pow.siemiatycki;woj.podlaskie;400;277;286
Dziadkowice;pow.siemiatycki;woj.podlaskie;395;281;288
Grodzisk;pow.siemiatycki;woj.podlaskie;395;279;289
Mielnik;pow.siemiatycki;woj.podlaskie;401;284;290
Milejczyce;pow.siemiatycki;woj.podlaskie;396;285;291
Nurzec-Stacja;pow.siemiatycki;woj.podlaskie;397;284;292
Perlejewo;pow.siemiatycki;woj.podlaskie;395;276;293
Sokółka;pow.sokólski;woj.podlaskie;371;290;295
Dąbrowa Białostocka;pow.sokólski;woj.podlaskie;364;287;296
Suchowola;pow.sokólski;woj.podlaskie;367;283;297
Janów;pow.sokólski;woj.podlaskie;370;285;299
Korycin;pow.sokólski;woj.podlaskie;370;283;300
Krynki;pow.sokólski;woj.podlaskie;375;295;301
Kuźnica;pow.sokólski;woj.podlaskie;368;292;302
Nowy Dwór;pow.sokólski;woj.podlaskie;365;290;303
Sidra;pow.sokólski;woj.podlaskie;358;288;304
Szudziałowo;pow.sokólski;woj.podlaskie;374;293;307
Suwałki;pow.suwalski;woj.podlaskie;352;280;308
Bakałarzewo;pow.suwalski;woj.podlaskie;353;275;309
Filipów;pow.suwalski;woj.podlaskie;350;274;310
Jeleniewo;pow.suwalski;woj.podlaskie;349;279;311
Przerośl;pow.suwalski;woj.podlaskie;348;275;312
Raczki;pow.suwalski;woj.podlaskie;356;277;313
Rutka-Tartak;pow.suwalski;woj.podlaskie;346;280;314
Szypliszki;pow.suwalski;woj.podlaskie;348;282;316
Wiżajny;pow.suwalski;woj.podlaskie;345;278;317
Wysokie Mazowieckie;pow.wysokomazowiecki;woj.podlaskie;385;274;318
Ciechanowiec;pow.wysokomazowiecki;woj.podlaskie;392;274;319
Czyżew;pow.wysokomazowiecki;woj.podlaskie;389;271;321
Klukowo;pow.wysokomazowiecki;woj.podlaskie;389;274;322
Kobylin-Borzymy;pow.wysokomazowiecki;woj.podlaskie;380;277;323
Kulesze Kościelne;pow.wysokomazowiecki;woj.podlaskie;383;274;324
Nowe Piekuty;pow.wysokomazowiecki;woj.podlaskie;386;278;325
Sokoły;pow.wysokomazowiecki;woj.podlaskie;384;277;326
Szepietowo;pow.wysokomazowiecki;woj.podlaskie;387;275;327
Zambrów;pow.zambrowski;woj.podlaskie;384;270;329
Kołaki Kościelne;pow.zambrowski;woj.podlaskie;383;272;330
Rutki;pow.zambrowski;woj.podlaskie;380;273;331
Szumowo;pow.zambrowski;woj.podlaskie;385;267;332
Busko-Zdrój;pow.buski;woj.świętokrzyskie;454;247;335
Gnojno;pow.buski;woj.świętokrzyskie;450;248;337
Nowy Korczyn;pow.buski;woj.świętokrzyskie;458;247;338
Pacanów;pow.buski;woj.świętokrzyskie;456;251;339
Solec-Zdrój;pow.buski;woj.świętokrzyskie;457;248;340
Stopnica;pow.buski;woj.świętokrzyskie;455;249;341
Tuczępy;pow.buski;woj.świętokrzyskie;453;250;342
Wiślica;pow.buski;woj.świętokrzyskie;458;245;343
Jędrzejów;pow.jędrzejowski;woj.świętokrzyskie;449;238;344
Małogoszcz;pow.jędrzejowski;woj.świętokrzyskie;445;237;345
Sędziszów;pow.jędrzejowski;woj.świętokrzyskie;451;234;346
Imielno;pow.jędrzejowski;woj.świętokrzyskie;451;240;347
Nagłowice;pow.jędrzejowski;woj.świętokrzyskie;449;234;350
Oksa;pow.jędrzejowski;woj.świętokrzyskie;448;234;351
Słupia;pow.jędrzejowski;woj.świętokrzyskie;451;232;353
Sobków;pow.jędrzejowski;woj.świętokrzyskie;448;241;354
Wodzisław;pow.jędrzejowski;woj.świętokrzyskie;453;236;355
Kazimierza Wielka;pow.kazimierski;woj.świętokrzyskie;460;241;356
Skalbmierz;pow.kazimierski;woj.świętokrzyskie;458;240;357
Bejsce;pow.kazimierski;woj.świętokrzyskie;461;243;358
Czarnocin;pow.kazimierski;woj.świętokrzyskie;458;242;359
Opatowiec;pow.kazimierski;woj.świętokrzyskie;460;246;361
Kielce;pow.kielecki;woj.świętokrzyskie;443;244;363
Bodzentyn;pow.kielecki;woj.świętokrzyskie;441;249;364
Chęciny;pow.kielecki;woj.świętokrzyskie;445;241;365
Chmielnik;pow.kielecki;woj.świętokrzyskie;450;246;366
Bieliny;pow.kielecki;woj.świętokrzyskie;444;249;367
Daleszyce;pow.kielecki;woj.świętokrzyskie;445;247;371
Górno;pow.kielecki;woj.świętokrzyskie;444;247;372
Łagów;pow.kielecki;woj.świętokrzyskie;446;252;373
Łopuszno;pow.kielecki;woj.świętokrzyskie;441;237;374
Masłów;pow.kielecki;woj.świętokrzyskie;442;245;375
Miedziana Góra;pow.kielecki;woj.świętokrzyskie;442;242;376
Mniów;pow.kielecki;woj.świętokrzyskie;439;241;377
Morawica;pow.kielecki;woj.świętokrzyskie;447;244;378
Nowa Słupia;pow.kielecki;woj.świętokrzyskie;443;252;379
Piekoszów;pow.kielecki;woj.świętokrzyskie;443;241;380
Pierzchnica;pow.kielecki;woj.świętokrzyskie;448;246;381
Raków;pow.kielecki;woj.świętokrzyskie;448;251;382
Sitkówka-Nowiny;pow.kielecki;woj.świętokrzyskie;445;243;383
Strawczyn;pow.kielecki;woj.świętokrzyskie;441;240;384
Zagnańsk;pow.kielecki;woj.świętokrzyskie;440;245;385
Końskie;pow.konecki;woj.świętokrzyskie;434;240;386
Stąporków;pow.konecki;woj.świętokrzyskie;436;242;387
Fałków;pow.konecki;woj.świętokrzyskie;436;234;388
Gowarczów;pow.konecki;woj.świętokrzyskie;432;240;389
Radoszyce;pow.konecki;woj.świętokrzyskie;438;237;391
Ruda Maleniecka;pow.konecki;woj.świętokrzyskie;431;236;392
Słupia Konecka;pow.konecki;woj.świętokrzyskie;439;235;393
Smyków;pow.konecki;woj.świętokrzyskie;438;239;394
Opatów;pow.opatowski;woj.świętokrzyskie;444;258;396
Ożarów;pow.opatowski;woj.świętokrzyskie;443;262;397
Baćkowice;pow.opatowski;woj.świętokrzyskie;445;254;398
Iwaniska;pow.opatowski;woj.świętokrzyskie;447;255;399
Lipnik;pow.opatowski;woj.świętokrzyskie;447;259;400
Sadowie;pow.opatowski;woj.świętokrzyskie;444;257;403
Tarłów;pow.opatowski;woj.świętokrzyskie;439;263;404
Wojciechowice;pow.opatowski;woj.świętokrzyskie;443;260;405
Ostrowiec Świętokrzyski;pow.ostrowiecki;woj.świętokrzyskie;444;257;406
Ćmielów;pow.ostrowiecki;woj.świętokrzyskie;442;259;407
Kunów;pow.ostrowiecki;woj.świętokrzyskie;440;255;408
Bałtów;pow.ostrowiecki;woj.świętokrzyskie;439;259;409
Bodzechów;pow.ostrowiecki;woj.świętokrzyskie;444;257;410
Waśniów;pow.ostrowiecki;woj.świętokrzyskie;442;254;413
Pińczów;pow.pińczowski;woj.świętokrzyskie;453;242;414
Działoszyce;pow.pińczowski;woj.świętokrzyskie;457;239;415
Kije;pow.pińczowski;woj.świętokrzyskie;451;243;417
Michałów;pow.pińczowski;woj.świętokrzyskie;454;239;418
Złota;pow.pińczowski;woj.świętokrzyskie;457;243;420
Sandomierz;pow.sandomierski;woj.świętokrzyskie;448;264;421
Koprzywnica;pow.sandomierski;woj.świętokrzyskie;450;261;422
Zawichost;pow.sandomierski;woj.świętokrzyskie;444;265;423
Dwikozy;pow.sandomierski;woj.świętokrzyskie;447;264;424
Klimontów;pow.sandomierski;woj.świętokrzyskie;448;258;425
Łoniów;pow.sandomierski;woj.świętokrzyskie;451;260;427
Obrazów;pow.sandomierski;woj.świętokrzyskie;448;262;428
Samborzec;pow.sandomierski;woj.świętokrzyskie;449;262;429
Wilczyce;pow.sandomierski;woj.świętokrzyskie;446;262;430
Skarżysko-Kamienna;pow.skarżyski;woj.świętokrzyskie;436;247;432
Suchedniów;pow.skarżyski;woj.świętokrzyskie;438;247;433
Bliżyn;pow.skarżyski;woj.świętokrzyskie;437;246;434
Łączna;pow.skarżyski;woj.świętokrzyskie;440;246;435
Skarżysko-Kościelne;pow.skarżyski;woj.świętokrzyskie;436;248;436
Starachowice;pow.starachowicki;woj.świętokrzyskie;439;251;438
Wąchock;pow.starachowicki;woj.świętokrzyskie;437;250;439
Brody;pow.starachowicki;woj.świętokrzyskie;439;254;440
Mirzec;pow.starachowicki;woj.świętokrzyskie;436;251;441
Pawłów;pow.starachowicki;woj.świętokrzyskie;440;252;442
Staszów;pow.staszowski;woj.świętokrzyskie;451;253;444
Osiek;pow.staszowski;woj.świętokrzyskie;453;258;445
Połaniec;pow.staszowski;woj.świętokrzyskie;455;255;446
Bogoria;pow.staszowski;woj.świętokrzyskie;449;255;447
Łubnice;pow.staszowski;woj.świętokrzyskie;456;253;448
Oleśnica;pow.staszowski;woj.świętokrzyskie;454;252;449
Rytwiany;pow.staszowski;woj.świętokrzyskie;453;254;452
Szydłów;pow.staszowski;woj.świętokrzyskie;451;250;454
Włoszczowa;pow.włoszczowski;woj.świętokrzyskie;444;232;455
Kluczewsko;pow.włoszczowski;woj.świętokrzyskie;442;231;456
Krasocin;pow.włoszczowski;woj.świętokrzyskie;443;235;457
Moskorzew;pow.włoszczowski;woj.świętokrzyskie;450;232;458
Radków;pow.włoszczowski;woj.świętokrzyskie;448;232;459
Secemin;pow.włoszczowski;woj.świętokrzyskie;446;230;460
Bochnia;pow.bocheński;woj.małopolskie;468;240;465
Nowy Wiśnicz;pow.bocheński;woj.małopolskie;470;241;466
Drwinia;pow.bocheński;woj.małopolskie;465;241;468
Lipnica Murowana;pow.bocheński;woj.małopolskie;472;242;469
Łapanów;pow.bocheński;woj.małopolskie;471;238;470
Rzezawa;pow.bocheński;woj.małopolskie;467;242;472
Trzciana;pow.bocheński;woj.małopolskie;472;240;473
Żegocina;pow.bocheński;woj.małopolskie;473;241;474
Brzesko;pow.brzeski;woj.małopolskie;468;244;475
Czchów;pow.brzeski;woj.małopolskie;472;245;476
Borzęcin;pow.brzeski;woj.małopolskie;465;245;477
Dębno;pow.brzeski;woj.małopolskie;468;246;480
Gnojnik;pow.brzeski;woj.małopolskie;470;244;481
Iwkowa;pow.brzeski;woj.małopolskie;472;243;482
Szczurowa;pow.brzeski;woj.małopolskie;464;244;483
Chrzanów;pow.chrzanowski;woj.małopolskie;464;222;484
Alwernia;pow.chrzanowski;woj.małopolskie;466;225;485
Libiąż;pow.chrzanowski;woj.małopolskie;464;221;486
Trzebinia;pow.chrzanowski;woj.małopolskie;463;223;487
Babice;pow.chrzanowski;woj.małopolskie;466;223;489
Dąbrowa Tarnowska;pow.dąbrowski;woj.małopolskie;462;250;493
Bolesław;pow.dąbrowski;woj.małopolskie;460;248;494
Gręboszów;pow.dąbrowski;woj.małopolskie;460;247;496
Mędrzechów;pow.dąbrowski;woj.małopolskie;460;250;497
Olesno;pow.dąbrowski;woj.małopolskie;461;249;498
Radgoszcz;pow.dąbrowski;woj.małopolskie;461;253;499
Szczucin;pow.dąbrowski;woj.małopolskie;458;252;500
Gorlice;pow.gorlicki;woj.małopolskie;476;254;501
Biecz;pow.gorlicki;woj.małopolskie;475;256;502
Bobowa;pow.gorlicki;woj.małopolskie;475;250;503
Lipinki;pow.gorlicki;woj.małopolskie;476;256;505
Łużna;pow.gorlicki;woj.małopolskie;475;251;506
Moszczenica;pow.gorlicki;woj.małopolskie;475;253;507
Ropa;pow.gorlicki;woj.małopolskie;478;252;508
Sękowa;pow.gorlicki;woj.małopolskie;478;255;509
Uście Gorlickie;pow.gorlicki;woj.małopolskie;481;253;510
Kraków;pow.krakowski;woj.małopolskie;466;232;511
Krzeszowice;pow.krakowski;woj.małopolskie;464;226;512
Skała;pow.krakowski;woj.małopolskie;461;230;513
Skawina;pow.krakowski;woj.małopolskie;468;230;514
Słomniki;pow.krakowski;woj.małopolskie;461;234;515
Świątniki Górne;pow.krakowski;woj.małopolskie;470;232;516
Czernichów;pow.krakowski;woj.małopolskie;468;227;517
Igołomia-Wawrzeńczyce;pow.krakowski;woj.małopolskie;465;238;518
Iwanowice;pow.krakowski;woj.małopolskie;461;232;519
Jerzmanowice-Przeginia;pow.krakowski;woj.małopolskie;462;228;520
Kocmyrzów-Luborzyca;pow.krakowski;woj.małopolskie;464;235;521
Liszki;pow.krakowski;woj.małopolskie;466;229;523
Michałowice;pow.krakowski;woj.małopolskie;463;233;524
Mogilany;pow.krakowski;woj.małopolskie;470;231;525
Sułoszowa;pow.krakowski;woj.małopolskie;460;228;529
Wielka Wieś;pow.krakowski;woj.małopolskie;463;230;531
Zabierzów;pow.krakowski;woj.małopolskie;464;229;532
Zielonki;pow.krakowski;woj.małopolskie;464;231;533
Limanowa;pow.limanowski;woj.małopolskie;475;241;534
Mszana Dolna;pow.limanowski;woj.małopolskie;476;234;535
Dobra;pow.limanowski;woj.małopolskie;475;237;536
Jodłownik;pow.limanowski;woj.małopolskie;474;237;537
Kamienica;pow.limanowski;woj.małopolskie;479;239;538
Laskowa;pow.limanowski;woj.małopolskie;474;241;539
Łukowica;pow.limanowski;woj.małopolskie;478;242;541
Niedźwiedź;pow.limanowski;woj.małopolskie;478;234;543
Słopnice;pow.limanowski;woj.małopolskie;476;239;544
Tymbark;pow.limanowski;woj.małopolskie;475;239;545
Miechów;pow.miechowski;woj.małopolskie;458;233;546
Charsznica;pow.miechowski;woj.małopolskie;456;232;547
Gołcza;pow.miechowski;woj.małopolskie;458;231;548
Kozłow;pow.miechowski;woj.małopolskie;454;233;549
Książ Wielki;pow.miechowski;woj.małopolskie;455;235;550
Racławice;pow.miechowski;woj.małopolskie;458;237;552
Słaboszów;pow.miechowski;woj.małopolskie;457;238;553
Myślenice;pow.myślenicki;woj.małopolskie;472;232;554
Dobczyce;pow.myślenicki;woj.małopolskie;471;235;555
Sułkowice;pow.myślenicki;woj.małopolskie;471;229;556
Lubień;pow.myślenicki;woj.małopolskie;475;232;558
Pcim;pow.myślenicki;woj.małopolskie;475;232;560
Raciechowice;pow.myślenicki;woj.małopolskie;472;235;561
Siepraw;pow.myślenicki;woj.małopolskie;470;232;562
Tokarnia;pow.myślenicki;woj.małopolskie;475;231;564
Wiśniowa;pow.myślenicki;woj.małopolskie;473;235;565
Nowy Sącz;pow.nowosądecki;woj.małopolskie;478;246;566
Grybów;pow.nowosądecki;woj.małopolskie;478;250;567
Krynica-Zdrój;pow.nowosądecki;woj.małopolskie;483;251;568
Muszyna;pow.nowosądecki;woj.małopolskie;485;250;569
Piwniczna-Zdrój;pow.nowosądecki;woj.małopolskie;483;246;570
